,tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,co2
48,2021-02-18,DKI3 (Jagakarsa),53,70,28,8,26,12,70,PM25,960
49,2021-02-19,DKI3 (Jagakarsa),28,51,25,13,23,14,51,PM25,1560
50,2021-02-20,DKI3 (Jagakarsa),45,59,25,13,29,15,59,PM25,1560
51,2021-02-21,DKI3 (Jagakarsa),29,42,24,7,30,9,42,PM25,840
52,2021-02-22,DKI3 (Jagakarsa),68,103,26,22,30,14,103,PM25,2640
53,2021-02-23,DKI3 (Jagakarsa),66,90,26,12,29,16,90,PM25,1440
54,2021-02-24,DKI3 (Jagakarsa),48,48,48,11,48,48,0,,1320
55,2021-02-25,DKI3 (Jagakarsa),27,54,25,6,24,7,54,PM25,720
56,2021-02-26,DKI3 (Jagakarsa),41,61,25,10,40,16,61,PM25,1200
57,2021-02-27,DKI3 (Jagakarsa),50,73,27,10,41,16,73,PM25,1200
58,2021-02-28,DKI3 (Jagakarsa),64,94,25,13,27,15,94,PM25,1560
59,2021-03-01,DKI3 (Jagakarsa),62,97,28,13,21,14,97,PM25,1560
60,2021-03-02,DKI3 (Jagakarsa),54,71,26,13,41,14,71,PM25,1560
61,2021-03-03,DKI3 (Jagakarsa),57,83,27,18,38,20,83,PM25,2160
62,2021-03-04,DKI3 (Jagakarsa),56,77,29,13,28,19,77,PM25,1560
63,2021-03-05,DKI3 (Jagakarsa),54,77,31,11,39,20,77,PM25,1320
64,2021-03-06,DKI3 (Jagakarsa),54,80,27,17,34,18,80,PM25,2040
65,2021-03-07,DKI3 (Jagakarsa),64,93,28,18,31,19,93,PM25,2160
66,2021-03-08,DKI3 (Jagakarsa),53,77,28,11,18,10,77,PM25,1320
67,2021-03-09,DKI3 (Jagakarsa),41,63,30,7,19,10,63,PM25,840
68,2021-03-10,DKI3 (Jagakarsa),60,89,28,14,25,14,89,PM25,1680
69,2021-03-11,DKI3 (Jagakarsa),29,52,26,7,28,11,52,PM25,840
70,2021-03-12,DKI3 (Jagakarsa),66,99,29,13,29,15,99,PM25,1560
71,2021-03-13,DKI3 (Jagakarsa),53,72,29,7,23,9,72,PM25,840
72,2021-03-14,DKI3 (Jagakarsa),52,73,28,10,16,10,73,PM25,1200
73,2021-03-15,DKI3 (Jagakarsa),51,76,28,9,25,10,76,PM25,1080
74,2021-03-16,DKI3 (Jagakarsa),59,88,40,8,41,18,88,PM25,960
75,2021-03-17,DKI3 (Jagakarsa),71,106,32,11,39,19,106,PM25,1320
76,2021-03-18,DKI3 (Jagakarsa),61,99,35,7,42,18,99,PM25,840
77,2021-03-19,DKI3 (Jagakarsa),59,87,33,7,39,14,87,PM25,840
78,2021-03-20,DKI3 (Jagakarsa),65,106,31,12,45,17,106,PM25,1440
79,2021-03-21,DKI3 (Jagakarsa),81,118,27,15,37,16,118,PM25,1800
80,2021-03-22,DKI3 (Jagakarsa),62,93,26,15,36,10,93,PM25,1800
81,2021-03-23,DKI3 (Jagakarsa),51,77,26,9,27,8,77,PM25,1080
82,2021-03-24,DKI3 (Jagakarsa),43,64,26,6,27,8,64,PM25,720
83,2021-03-25,DKI3 (Jagakarsa),38,62,26,7,28,9,62,PM25,840
84,2021-03-26,DKI3 (Jagakarsa),55,79,27,13,39,11,79,PM25,1560
85,2021-03-27,DKI3 (Jagakarsa),51,73,30,11,56,19,73,PM25,1320
86,2021-03-28,DKI3 (Jagakarsa),47,63,27,10,43,17,63,PM25,1200
87,2021-03-29,DKI3 (Jagakarsa),51,19,26,14,48,21,51,PM10,1680
88,2021-03-30,DKI3 (Jagakarsa),59,24,29,10,33,20,59,PM10,1200
89,2021-03-31,DKI3 (Jagakarsa),56,22,12,18,32,25,56,PM10,2160
90,2021-04-01,DKI3 (Jagakarsa),28,52,26,5,35,7,52,PM25,600
91,2021-04-02,DKI3 (Jagakarsa),51,70,33,8,37,10,70,PM25,960
92,2021-04-03,DKI3 (Jagakarsa),30,52,27,7,48,14,52,PM25,840
93,2021-04-04,DKI3 (Jagakarsa),68,103,29,28,48,28,103,PM25,3360
94,2021-04-05,DKI3 (Jagakarsa),61,85,30,11,48,17,85,PM25,1320
95,2021-04-06,DKI3 (Jagakarsa),35,51,32,3,34,5,51,PM25,360
96,2021-04-07,DKI3 (Jagakarsa),25,35,27,3,48,4,35,PM25,360
97,2021-04-08,DKI3 (Jagakarsa),31,52,28,5,48,7,52,PM25,600
98,2021-04-09,DKI3 (Jagakarsa),55,76,26,8,48,10,76,PM25,960
99,2021-04-10,DKI3 (Jagakarsa),64,101,25,16,48,18,101,PM25,1920
100,2021-04-11,DKI3 (Jagakarsa),62,89,25,14,48,21,89,PM25,1680
101,2021-04-12,DKI3 (Jagakarsa),48,69,27,15,48,16,69,PM25,1800
102,2021-04-13,DKI3 (Jagakarsa),47,65,31,11,48,18,65,PM25,1320
103,2021-04-14,DKI3 (Jagakarsa),48,67,31,10,48,19,67,PM25,1200
104,2021-04-15,DKI3 (Jagakarsa),48,69,26,16,33,19,69,PM25,1920
105,2021-04-16,DKI3 (Jagakarsa),52,72,27,14,32,22,72,PM25,1680
106,2021-04-17,DKI3 (Jagakarsa),61,93,48,12,39,20,93,PM25,1440
107,2021-04-18,DKI3 (Jagakarsa),55,82,48,8,48,14,82,PM25,960
108,2021-04-19,DKI3 (Jagakarsa),48,92,22,9,36,18,92,PM25,1080
109,2021-04-20,DKI3 (Jagakarsa),50,75,19,7,32,14,75,PM25,840
110,2021-04-21,DKI3 (Jagakarsa),58,93,19,13,27,17,93,PM25,1560
111,2021-04-22,DKI3 (Jagakarsa),57,83,20,8,39,14,83,PM25,960
112,2021-04-23,DKI3 (Jagakarsa),70,100,20,11,32,16,100,PM25,1320
113,2021-04-24,DKI3 (Jagakarsa),57,73,19,9,41,15,73,PM25,1080
114,2021-04-25,DKI3 (Jagakarsa),59,88,19,13,27,19,88,PM25,1560
115,2021-04-26,DKI3 (Jagakarsa),57,84,19,10,26,16,84,PM25,1200
116,2021-04-27,DKI3 (Jagakarsa),64,104,13,9,34,16,104,PM25,1080
117,2021-04-28,DKI3 (Jagakarsa),51,80,11,9,32,16,80,PM25,1080
118,2021-04-29,DKI3 (Jagakarsa),39,23,10,12,26,17,39,PM10,1440
119,2021-04-30,DKI3 (Jagakarsa),54,23,12,10,48,18,54,PM10,1200
120,2021-05-01,DKI3 (Jagakarsa),66,102,13,15,48,20,102,PM25,1800
121,2021-05-02,DKI3 (Jagakarsa),55,77,13,13,48,17,77,PM25,1560
122,2021-05-03,DKI3 (Jagakarsa),55,83,12,9,25,16,83,PM25,1080
123,2021-05-04,DKI3 (Jagakarsa),65,108,13,18,48,19,108,PM25,2160
124,2021-05-05,DKI3 (Jagakarsa),61,102,23,13,35,20,102,PM25,1560
125,2021-05-06,DKI3 (Jagakarsa),39,66,20,9,60,15,66,PM25,1080
126,2021-05-07,DKI3 (Jagakarsa),39,69,19,15,151,20,151,O3,1800
127,2021-05-08,DKI3 (Jagakarsa),50,76,20,8,71,15,76,PM25,960
128,2021-05-09,DKI3 (Jagakarsa),35,58,17,6,47,13,58,PM25,720
129,2021-05-10,DKI3 (Jagakarsa),46,76,22,8,66,13,76,PM25,960
130,2021-05-11,DKI3 (Jagakarsa),48,89,26,8,34,13,89,PM25,960
131,2021-05-12,DKI3 (Jagakarsa),48,96,21,10,29,15,96,PM25,1200
132,2021-05-13,DKI3 (Jagakarsa),48,94,19,11,25,14,94,PM25,1320
133,2021-05-14,DKI3 (Jagakarsa),48,77,18,6,26,10,77,PM25,720
134,2021-05-15,DKI3 (Jagakarsa),48,79,21,8,33,14,79,PM25,960
135,2021-05-16,DKI3 (Jagakarsa),48,68,18,7,29,10,68,PM25,840
136,2021-05-17,DKI3 (Jagakarsa),48,65,18,7,24,11,65,PM25,840
137,2021-05-18,DKI3 (Jagakarsa),48,58,43,6,25,4,58,PM25,720
138,2021-05-19,DKI3 (Jagakarsa),48,86,49,11,29,1,86,PM25,1320
139,2021-05-20,DKI3 (Jagakarsa),48,81,37,7,29,11,81,PM25,840
140,2021-05-21,DKI3 (Jagakarsa),49,74,47,8,26,14,74,PM25,960
141,2021-05-22,DKI3 (Jagakarsa),53,73,45,10,25,15,73,PM25,1200
142,2021-05-23,DKI3 (Jagakarsa),60,85,49,12,31,19,85,PM25,1440
143,2021-05-24,DKI3 (Jagakarsa),76,112,45,13,48,17,112,PM25,1560
144,2021-05-25,DKI3 (Jagakarsa),51,60,45,7,27,13,60,PM25,840
145,2021-05-26,DKI3 (Jagakarsa),58,82,47,8,29,16,82,PM25,960
146,2021-05-27,DKI3 (Jagakarsa),51,68,51,5,23,11,68,PM25,600
147,2021-05-28,DKI3 (Jagakarsa),62,86,48,8,48,16,86,PM25,960
148,2021-05-29,DKI3 (Jagakarsa),58,23,45,8,19,16,58,PM10,960
149,2021-05-30,DKI3 (Jagakarsa),44,24,45,9,48,14,45,SO2,1080
150,2021-05-31,DKI3 (Jagakarsa),57,21,9,20,48,37,57,PM10,2400
151,2021-06-01,DKI3 (Jagakarsa),73,105,43,12,48,22,105,PM25,1440
152,2021-06-02,DKI3 (Jagakarsa),62,81,45,8,48,17,81,PM25,960
153,2021-06-03,DKI3 (Jagakarsa),58,78,49,8,48,16,78,PM25,960
154,2021-06-04,DKI3 (Jagakarsa),59,86,48,6,48,15,86,PM25,720
155,2021-06-05,DKI3 (Jagakarsa),58,87,44,8,23,15,87,PM25,960
156,2021-06-06,DKI3 (Jagakarsa),63,95,45,11,26,19,95,PM25,1320
157,2021-06-07,DKI3 (Jagakarsa),55,78,47,7,24,14,78,PM25,840
158,2021-06-08,DKI3 (Jagakarsa),54,82,48,7,34,15,82,PM25,840
159,2021-06-09,DKI3 (Jagakarsa),59,88,48,8,26,16,88,PM25,960
160,2021-06-10,DKI3 (Jagakarsa),67,97,48,14,26,22,97,PM25,1680
161,2021-06-11,DKI3 (Jagakarsa),60,86,47,9,30,17,86,PM25,1080
162,2021-06-12,DKI3 (Jagakarsa),53,73,49,6,35,13,73,PM25,720
163,2021-06-13,DKI3 (Jagakarsa),49,71,49,6,32,12,71,PM25,720
164,2021-06-14,DKI3 (Jagakarsa),59,88,49,7,23,15,88,PM25,840
165,2021-06-15,DKI3 (Jagakarsa),73,114,52,9,24,21,114,PM25,1080
166,2021-06-16,DKI3 (Jagakarsa),63,89,51,10,21,17,89,PM25,1200
167,2021-06-17,DKI3 (Jagakarsa),66,99,50,14,21,19,99,PM25,1680
168,2021-06-18,DKI3 (Jagakarsa),62,87,48,10,25,21,87,PM25,1200
169,2021-06-19,DKI3 (Jagakarsa),63,93,50,7,18,22,93,PM25,840
170,2021-06-20,DKI3 (Jagakarsa),80,111,52,7,24,29,111,PM25,840
171,2021-06-21,DKI3 (Jagakarsa),53,64,48,4,22,17,64,PM25,480
172,2021-06-22,DKI3 (Jagakarsa),34,56,50,5,24,15,56,PM25,600
173,2021-06-23,DKI3 (Jagakarsa),59,89,52,9,29,23,89,PM25,1080
174,2021-06-24,DKI3 (Jagakarsa),69,106,51,9,26,19,106,PM25,1080
175,2021-06-25,DKI3 (Jagakarsa),85,127,51,11,27,22,127,PM25,1320
176,2021-06-26,DKI3 (Jagakarsa),58,80,51,5,25,15,80,PM25,600
177,2021-06-27,DKI3 (Jagakarsa),72,110,50,9,29,15,110,PM25,1080
178,2021-06-28,DKI3 (Jagakarsa),58,81,50,6,26,14,81,PM25,720
179,2021-06-29,DKI3 (Jagakarsa),71,30,52,8,25,19,71,PM10,960
180,2021-06-30,DKI3 (Jagakarsa),79,26,49,10,23,19,79,PM10,1200
181,2021-07-01,DKI3 (Jagakarsa),64,92,48,8,22,18,92,PM25,960
182,2021-07-02,DKI3 (Jagakarsa),60,84,47,7,23,18,84,PM25,840
183,2021-07-03,DKI3 (Jagakarsa),80,124,45,10,28,17,124,PM25,1200
184,2021-07-04,DKI3 (Jagakarsa),86,132,44,9,28,14,132,PM25,1080
185,2021-07-05,DKI3 (Jagakarsa),67,105,46,7,38,15,105,PM25,840
186,2021-07-06,DKI3 (Jagakarsa),68,102,44,7,32,16,102,PM25,840
187,2021-07-07,DKI3 (Jagakarsa),73,109,48,8,31,17,109,PM25,960
188,2021-07-08,DKI3 (Jagakarsa),71,110,50,6,33,16,110,PM25,720
189,2021-07-09,DKI3 (Jagakarsa),79,119,51,7,34,17,119,PM25,840
190,2021-07-10,DKI3 (Jagakarsa),67,97,51,4,31,14,97,PM25,480
191,2021-07-11,DKI3 (Jagakarsa),60,80,47,5,21,14,80,PM25,600
192,2021-07-12,DKI3 (Jagakarsa),50,48,47,4,14,11,50,PM10,480
193,2021-07-13,DKI3 (Jagakarsa),62,99,50,8,25,18,99,PM25,960
194,2021-07-14,DKI3 (Jagakarsa),66,94,45,6,23,15,94,PM25,720
195,2021-07-15,DKI3 (Jagakarsa),80,126,49,9,28,23,126,PM25,1080
196,2021-07-16,DKI3 (Jagakarsa),84,123,49,7,29,16,123,PM25,840
197,2021-07-17,DKI3 (Jagakarsa),70,102,49,5,31,14,102,PM25,600
198,2021-07-18,DKI3 (Jagakarsa),79,121,49,5,33,16,121,PM25,600
199,2021-07-19,DKI3 (Jagakarsa),80,122,48,4,33,17,122,PM25,480
200,2021-07-20,DKI3 (Jagakarsa),77,110,45,5,25,18,110,PM25,600
201,2021-07-21,DKI3 (Jagakarsa),54,81,45,4,19,13,81,PM25,480
202,2021-07-22,DKI3 (Jagakarsa),57,79,49,5,22,20,79,PM25,600
203,2021-07-23,DKI3 (Jagakarsa),63,91,46,5,38,16,91,PM25,600
204,2021-07-24,DKI3 (Jagakarsa),51,73,45,4,29,12,73,PM25,480
205,2021-07-25,DKI3 (Jagakarsa),68,102,47,6,32,17,102,PM25,720
206,2021-07-26,DKI3 (Jagakarsa),69,103,49,6,28,17,103,PM25,720
207,2021-07-27,DKI3 (Jagakarsa),64,96,50,11,30,15,96,PM25,1320
208,2021-07-28,DKI3 (Jagakarsa),76,124,49,18,26,20,124,PM25,2160
209,2021-07-29,DKI3 (Jagakarsa),73,28,47,17,26,18,73,PM10,2040
210,2021-07-30,DKI3 (Jagakarsa),75,29,51,14,43,21,75,PM10,1680
211,2021-07-31,DKI3 (Jagakarsa),57,26,9,18,31,29,57,PM10,2160
212,2021-08-01,DKI3 (Jagakarsa),51,66,44,9,31,11,66,PM25,1080
213,2021-08-02,DKI3 (Jagakarsa),48,65,47,10,29,12,65,PM25,1200
214,2021-08-03,DKI3 (Jagakarsa),45,66,48,9,30,13,66,PM25,1080
215,2021-08-04,DKI3 (Jagakarsa),56,82,51,8,27,14,82,PM25,960
216,2021-08-05,DKI3 (Jagakarsa),52,82,51,11,23,15,82,PM25,1320
217,2021-08-06,DKI3 (Jagakarsa),52,77,42,16,19,18,77,PM25,1920
218,2021-08-07,DKI3 (Jagakarsa),59,84,45,10,23,14,84,PM25,1200
219,2021-08-08,DKI3 (Jagakarsa),57,84,47,9,26,13,84,PM25,1080
220,2021-08-09,DKI3 (Jagakarsa),53,69,45,7,25,10,69,PM25,840
221,2021-08-10,DKI3 (Jagakarsa),36,54,41,6,27,12,54,PM25,720
222,2021-08-11,DKI3 (Jagakarsa),61,88,44,12,30,14,88,PM25,1440
223,2021-08-12,DKI3 (Jagakarsa),54,73,46,7,32,11,73,PM25,840
224,2021-08-13,DKI3 (Jagakarsa),61,91,46,11,29,16,91,PM25,1320
225,2021-08-14,DKI3 (Jagakarsa),69,102,45,14,29,16,102,PM25,1680
226,2021-08-15,DKI3 (Jagakarsa),57,84,45,12,22,15,84,PM25,1440
227,2021-08-16,DKI3 (Jagakarsa),53,79,48,9,24,15,79,PM25,1080
228,2021-08-17,DKI3 (Jagakarsa),60,88,45,11,30,13,88,PM25,1320
229,2021-08-18,DKI3 (Jagakarsa),58,86,43,10,35,11,86,PM25,1200
230,2021-08-19,DKI3 (Jagakarsa),68,104,45,14,27,14,104,PM25,1680
231,2021-08-20,DKI3 (Jagakarsa),57,83,46,10,29,14,83,PM25,1200
232,2021-08-21,DKI3 (Jagakarsa),53,80,44,10,33,15,80,PM25,1200
233,2021-08-22,DKI3 (Jagakarsa),58,88,49,14,29,18,88,PM25,1680
234,2021-08-23,DKI3 (Jagakarsa),66,100,46,13,31,17,100,PM25,1560
235,2021-08-24,DKI3 (Jagakarsa),66,100,46,11,32,15,100,PM25,1320
236,2021-08-25,DKI3 (Jagakarsa),57,81,44,10,33,11,81,PM25,1200
237,2021-08-26,DKI3 (Jagakarsa),54,82,46,9,30,15,82,PM25,1080
238,2021-08-27,DKI3 (Jagakarsa),62,92,47,9,31,13,92,PM25,1080
239,2021-08-28,DKI3 (Jagakarsa),63,94,46,10,42,17,94,PM25,1200
240,2021-08-29,DKI3 (Jagakarsa),67,28,46,12,35,15,67,PM10,1440
241,2021-08-30,DKI3 (Jagakarsa),87,27,46,16,38,17,87,PM10,1920
242,2021-08-31,DKI3 (Jagakarsa),64,27,10,19,38,32,64,PM10,2280
243,2021-09-01,DKI3 (Jagakarsa),57,83,46,13,32,14,83,PM25,1560
244,2021-09-02,DKI3 (Jagakarsa),65,99,46,15,29,16,99,PM25,1800
245,2021-09-03,DKI3 (Jagakarsa),56,86,45,9,39,13,86,PM25,1080
246,2021-09-04,DKI3 (Jagakarsa),53,77,45,9,30,13,77,PM25,1080
247,2021-09-05,DKI3 (Jagakarsa),61,93,46,11,36,14,93,PM25,1320
248,2021-09-06,DKI3 (Jagakarsa),73,108,48,13,29,15,108,PM25,1560
249,2021-09-07,DKI3 (Jagakarsa),60,84,48,11,26,15,84,PM25,1320
250,2021-09-08,DKI3 (Jagakarsa),60,82,48,12,29,15,82,PM25,1440
251,2021-09-09,DKI3 (Jagakarsa),48,61,46,9,31,12,61,PM25,1080
252,2021-09-10,DKI3 (Jagakarsa),49,71,49,9,36,15,71,PM25,1080
253,2021-09-11,DKI3 (Jagakarsa),61,89,50,10,43,16,89,PM25,1200
254,2021-09-12,DKI3 (Jagakarsa),55,78,47,9,30,13,78,PM25,1080
255,2021-09-13,DKI3 (Jagakarsa),51,65,47,8,26,11,65,PM25,960
256,2021-09-14,DKI3 (Jagakarsa),32,51,46,7,21,11,51,PM25,840
257,2021-09-15,DKI3 (Jagakarsa),53,81,50,17,24,22,81,PM25,2040
258,2021-09-16,DKI3 (Jagakarsa),51,72,50,10,27,15,72,PM25,1200
259,2021-09-17,DKI3 (Jagakarsa),47,72,49,7,29,13,72,PM25,840
260,2021-09-18,DKI3 (Jagakarsa),55,80,50,9,27,15,80,PM25,1080
261,2021-09-19,DKI3 (Jagakarsa),56,81,48,10,31,12,81,PM25,1200
262,2021-09-20,DKI3 (Jagakarsa),45,59,49,7,33,10,59,PM25,840
263,2021-09-21,DKI3 (Jagakarsa),54,78,50,9,35,15,78,PM25,1080
264,2021-09-22,DKI3 (Jagakarsa),57,78,49,14,26,18,78,PM25,1680
265,2021-09-23,DKI3 (Jagakarsa),57,82,51,10,29,16,82,PM25,1200
266,2021-09-24,DKI3 (Jagakarsa),55,77,52,8,27,15,77,PM25,960
267,2021-09-25,DKI3 (Jagakarsa),54,75,50,11,22,16,75,PM25,1320
268,2021-09-26,DKI3 (Jagakarsa),54,74,50,10,27,13,74,PM25,1200
269,2021-09-27,DKI3 (Jagakarsa),48,71,49,12,26,16,71,PM25,1440
270,2021-09-28,DKI3 (Jagakarsa),46,48,49,10,32,13,49,SO2,1200
271,2021-09-29,DKI3 (Jagakarsa),61,26,49,13,31,22,61,PM10,1560
272,2021-09-30,DKI3 (Jagakarsa),67,27,49,16,40,19,67,PM10,1920
273,2021-10-01,DKI3 (Jagakarsa),58,77,49,9,35,11,77,PM25,1080
274,2021-10-02,DKI3 (Jagakarsa),64,100,50,12,28,27,100,PM25,1440
275,2021-10-03,DKI3 (Jagakarsa),54,76,50,8,32,14,76,PM25,960
276,2021-10-04,DKI3 (Jagakarsa),52,72,50,9,36,11,72,PM25,1080
277,2021-10-05,DKI3 (Jagakarsa),42,65,51,7,36,10,65,PM25,840
278,2021-10-06,DKI3 (Jagakarsa),48,67,51,6,34,11,67,PM25,720
279,2021-10-07,DKI3 (Jagakarsa),44,62,50,7,28,11,62,PM25,840
280,2021-10-08,DKI3 (Jagakarsa),48,48,48,48,48,48,0,,5760
281,2021-10-09,DKI3 (Jagakarsa),45,63,51,7,38,11,63,PM25,840
282,2021-10-10,DKI3 (Jagakarsa),55,77,51,9,40,14,77,PM25,1080
283,2021-10-11,DKI3 (Jagakarsa),58,79,51,10,39,12,79,PM25,1200
284,2021-10-12,DKI3 (Jagakarsa),47,65,51,8,37,11,65,PM25,960
285,2021-10-13,DKI3 (Jagakarsa),52,71,52,9,38,15,71,PM25,1080
286,2021-10-14,DKI3 (Jagakarsa),61,88,51,12,32,17,88,PM25,1440
287,2021-10-15,DKI3 (Jagakarsa),72,107,52,14,40,19,107,PM25,1680
288,2021-10-16,DKI3 (Jagakarsa),64,92,51,15,35,18,92,PM25,1800
289,2021-10-17,DKI3 (Jagakarsa),65,95,51,15,39,18,95,PM25,1800
290,2021-10-18,DKI3 (Jagakarsa),51,66,50,11,24,15,66,PM25,1320
291,2021-10-19,DKI3 (Jagakarsa),45,61,50,15,18,17,61,PM25,1800
292,2021-10-20,DKI3 (Jagakarsa),36,52,51,10,29,12,52,PM25,1200
293,2021-10-21,DKI3 (Jagakarsa),53,74,53,11,29,15,74,PM25,1320
294,2021-10-22,DKI3 (Jagakarsa),58,82,51,15,48,17,82,PM25,1800
295,2021-10-23,DKI3 (Jagakarsa),59,87,52,13,39,21,87,PM25,1560
296,2021-10-24,DKI3 (Jagakarsa),68,102,51,17,47,18,102,PM25,2040
297,2021-10-25,DKI3 (Jagakarsa),62,90,51,13,38,15,90,PM25,1560
298,2021-10-26,DKI3 (Jagakarsa),51,71,51,13,30,15,71,PM25,1560
299,2021-10-27,DKI3 (Jagakarsa),45,64,52,8,33,13,64,PM25,960
300,2021-10-28,DKI3 (Jagakarsa),47,60,51,14,15,18,60,PM25,1680
301,2021-10-29,DKI3 (Jagakarsa),37,31,52,17,13,18,52,SO2,2040
302,2021-10-30,DKI3 (Jagakarsa),48,31,51,12,39,18,51,SO2,1440
303,2021-10-31,DKI3 (Jagakarsa),45,27,48,28,39,48,45,PM10,3360
304,2021-11-01,DKI3 (Jagakarsa),50,71,51,17,27,20,71,PM25,2040
305,2021-11-02,DKI3 (Jagakarsa),50,63,51,16,18,18,63,PM25,1920
306,2021-11-03,DKI3 (Jagakarsa),40,62,51,13,37,18,62,PM25,1560
307,2021-11-04,DKI3 (Jagakarsa),52,74,52,16,36,19,74,PM25,1920
308,2021-11-05,DKI3 (Jagakarsa),52,71,52,17,22,19,71,PM25,2040
309,2021-11-06,DKI3 (Jagakarsa),55,75,52,13,42,20,75,PM25,1560
310,2021-11-07,DKI3 (Jagakarsa),44,61,51,10,24,16,61,PM25,1200
311,2021-11-08,DKI3 (Jagakarsa),33,52,52,17,25,16,52,PM25,2040
312,2021-11-09,DKI3 (Jagakarsa),67,95,51,21,48,24,95,PM25,2520
313,2021-11-10,DKI3 (Jagakarsa),51,62,51,8,14,11,62,PM25,960
314,2021-11-11,DKI3 (Jagakarsa),47,61,51,12,12,14,61,PM25,1440
315,2021-11-12,DKI3 (Jagakarsa),44,61,47,10,30,12,61,PM25,1200
316,2021-11-13,DKI3 (Jagakarsa),43,65,47,13,40,18,65,PM25,1560
317,2021-11-14,DKI3 (Jagakarsa),40,56,47,11,48,11,56,PM25,1320
318,2021-11-15,DKI3 (Jagakarsa),29,53,47,8,48,10,53,PM25,960
